日期,年份,日期标识,线路编号,线路名称,总客流,进站量,出站量,换乘量,乘降量,节假日类型代码,节假日类型
2023-12-31,2023,12-31,31,西环线,48354.0,25423.0,17902.0,22931.0,66256.0,1,元旦
2024-01-01,2024,01-01,31,西环线,30903.0,16353.0,30206.0,14550.0,61109.0,1,元旦
2024-01-02,2024,01-02,31,西环线,16737.0,9001.0,10244.0,7736.0,26981.0,1,元旦
2024-12-31,2024,12-31,31,西环线,47630.0,26050.0,18635.0,21580.0,66265.0,1,元旦
2025-01-01,2025,01-01,31,西环线,17564.0,17564.0,23645.0,0.0,41209.0,1,元旦
2025-01-02,2025,01-02,31,西环线,11867.0,11867.0,12718.0,0.0,24585.0,1,元旦
