日期,年份,月份,日,线路编号,线路名称,总客流,进站量,出站量,换乘量,乘降量,节假日类型代码,节假日类型,节假日天数,节假日第几天
2025-01-01,2025,1,1,4,4号线,381493.0,214581.0,208648.0,166912.0,590141.0,1,元旦,1,1
2025-01-02,2025,1,2,4,4号线,344601.0,208654.0,187968.0,135947.0,532569.0,1,元旦,0,2
2025-01-04,2025,1,4,4,4号线,317683.0,190561.0,172558.0,127122.0,490241.0,8,周末,0,0
2025-01-05,2025,1,5,4,4号线,297107.0,182568.0,158683.0,114539.0,455790.0,8,周末,0,0
2025-01-11,2025,1,11,4,4号线,341145.0,204385.0,183622.0,136760.0,524767.0,8,周末,0,0
2025-01-12,2025,1,12,4,4号线,323729.0,198170.0,172876.0,125559.0,496605.0,8,周末,0,0
2025-01-18,2025,1,18,4,4号线,322275.0,194178.0,172052.0,128097.0,494327.0,8,周末,0,0
2025-01-19,2025,1,19,4,4号线,308941.0,189272.0,164472.0,119669.0,473413.0,8,周末,0,0
2025-01-25,2025,1,25,4,4号线,195412.0,125325.0,102903.0,70087.0,298315.0,8,周末,0,0
2025-01-26,2025,1,26,4,4号线,203446.0,127618.0,108441.0,75828.0,311887.0,9,节假日调休补班,0,0
2025-01-27,2025,1,27,4,4号线,168102.0,106038.0,89897.0,62064.0,257999.0,2,春节,0,0
2025-01-28,2025,1,28,4,4号线,101423.0,63540.0,54036.0,37883.0,155459.0,2,春节,7,1
2025-01-29,2025,1,29,4,4号线,147580.0,94683.0,74238.0,52897.0,221818.0,2,春节,7,2
2025-01-30,2025,1,30,4,4号线,195599.0,126826.0,95067.0,68773.0,290666.0,2,春节,7,3
2025-01-31,2025,1,31,4,4号线,185577.0,124100.0,89084.0,61477.0,274661.0,2,春节,7,4
2025-02-01,2025,2,1,4,4号线,226680.0,146853.0,112052.0,79827.0,338732.0,2,春节,7,5
2025-02-02,2025,2,2,4,4号线,235491.0,151274.0,120685.0,84217.0,356176.0,2,春节,7,6
2025-02-03,2025,2,3,4,4号线,285156.0,181610.0,150024.0,103546.0,435180.0,2,春节,7,7
2025-02-04,2025,2,4,4,4号线,257647.0,143196.0,168236.0,114451.0,425883.0,2,春节,0,8
2025-02-08,2025,2,8,4,4号线,286012.0,150663.0,187367.0,135349.0,473379.0,9,节假日调休补班,0,0
2025-02-09,2025,2,9,4,4号线,262488.0,138440.0,175251.0,124048.0,437739.0,8,周末,0,0
2025-02-15,2025,2,15,4,4号线,287381.0,153938.0,177798.0,133443.0,465179.0,8,周末,0,0
2025-02-16,2025,2,16,4,4号线,292544.0,159693.0,180622.0,132851.0,473166.0,8,周末,0,0
2025-02-22,2025,2,22,4,4号线,282335.0,154935.0,168319.0,127400.0,450654.0,8,周末,0,0
2025-02-23,2025,2,23,4,4号线,278402.0,153248.0,165921.0,125154.0,444323.0,8,周末,0,0
2025-03-01,2025,3,1,4,4号线,554043.0,248173.0,228826.0,305870.0,782869.0,8,周末,0,0
2025-03-02,2025,3,2,4,4号线,456115.0,203249.0,181922.0,252866.0,638037.0,8,周末,0,0
2025-03-08,2025,3,8,4,4号线,534483.0,237437.0,217008.0,297046.0,751491.0,8,周末,0,0
2025-03-09,2025,3,9,4,4号线,450127.0,198366.0,173604.0,251761.0,623731.0,8,周末,0,0
2025-03-15,2025,3,15,4,4号线,446077.0,202254.0,179262.0,243823.0,625339.0,8,周末,0,0
2025-03-16,2025,3,16,4,4号线,518720.0,232970.0,206075.0,285750.0,724795.0,8,周末,0,0
2025-03-22,2025,3,22,4,4号线,578513.0,260655.0,232577.0,317858.0,811090.0,8,周末,0,0
2025-03-23,2025,3,23,4,4号线,516265.0,229931.0,204459.0,286334.0,720724.0,8,周末,0,0
2025-03-29,2025,3,29,4,4号线,404359.0,186583.0,164020.0,217776.0,568379.0,8,周末,0,0
2025-03-30,2025,3,30,4,4号线,441202.0,202383.0,176024.0,238819.0,617226.0,8,周末,0,0
2025-04-03,2025,4,3,4,4号线,657907.0,292125.0,249641.0,365782.0,907548.0,3,清明节,0,0
2025-04-04,2025,4,4,4,4号线,544755.0,232573.0,189358.0,312182.0,734113.0,3,清明节,3,1
2025-04-05,2025,4,5,4,4号线,587868.0,264250.0,232384.0,323618.0,820252.0,3,清明节,3,2
2025-04-06,2025,4,6,4,4号线,619851.0,273519.0,220291.0,346332.0,840142.0,3,清明节,3,3
2025-04-07,2025,4,7,4,4号线,486929.0,230428.0,200803.0,256501.0,687732.0,3,清明节,0,4
2025-04-12,2025,4,12,4,4号线,463249.0,212972.0,187467.0,250277.0,650716.0,8,周末,0,0
2025-04-13,2025,4,13,4,4号线,494363.0,222834.0,200609.0,271529.0,694972.0,8,周末,0,0
2025-04-19,2025,4,19,4,4号线,449195.0,204726.0,180117.0,244469.0,629312.0,8,周末,0,0
2025-04-20,2025,4,20,4,4号线,472855.0,212395.0,186769.0,260460.0,659624.0,8,周末,0,0
2025-04-26,2025,4,26,4,4号线,432974.0,196836.0,178123.0,236138.0,611097.0,8,周末,0,0
2025-04-27,2025,4,27,4,4号线,411372.0,197981.0,175621.0,213391.0,586993.0,9,节假日调休补班,0,0
2025-04-30,2025,4,30,4,4号线,669536.0,297100.0,252410.0,372436.0,921946.0,4,五一劳动节,0,0
2025-05-01,2025,5,1,4,4号线,685152.0,294785.0,244628.0,390367.0,929780.0,4,五一劳动节,5,1
2025-05-02,2025,5,2,4,4号线,703428.0,317768.0,271401.0,385660.0,974829.0,4,五一劳动节,5,2
2025-05-03,2025,5,3,4,4号线,654802.0,298909.0,261505.0,355893.0,916307.0,4,五一劳动节,5,3
2025-05-04,2025,5,4,4,4号线,572491.0,259123.0,223420.0,313368.0,795911.0,4,五一劳动节,5,4
2025-05-05,2025,5,5,4,4号线,570136.0,255547.0,209176.0,314589.0,779312.0,4,五一劳动节,5,5
2025-05-06,2025,5,6,4,4号线,506356.0,239942.0,206269.0,266414.0,712625.0,4,五一劳动节,0,6
2025-05-10,2025,5,10,4,4号线,509651.0,235476.0,202639.0,274175.0,712290.0,8,周末,0,0
2025-05-11,2025,5,11,4,4号线,458564.0,207381.0,180721.0,251183.0,639285.0,8,周末,0,0
2025-05-17,2025,5,17,4,4号线,497616.0,227983.0,200222.0,269633.0,697838.0,8,周末,0,0
2025-05-18,2025,5,18,4,4号线,464638.0,209538.0,177413.0,255100.0,642051.0,8,周末,0,0
2025-05-24,2025,5,24,4,4号线,484356.0,222869.0,196923.0,261487.0,681279.0,8,周末,0,0
2025-05-25,2025,5,25,4,4号线,453750.0,207417.0,177760.0,246333.0,631510.0,8,周末,0,0
2025-05-30,2025,5,30,4,4号线,651709.0,288303.0,236023.0,363406.0,887732.0,5,端午节,0,0
2025-05-31,2025,5,31,4,4号线,476950.0,205323.0,165709.0,271627.0,642659.0,5,端午节,3,1
2025-06-01,2025,6,1,4,4号线,486354.0,218227.0,182846.0,268127.0,669200.0,5,端午节,3,2
2025-06-02,2025,6,2,4,4号线,574557.0,256905.0,191169.0,317652.0,765726.0,5,端午节,3,3
2025-06-03,2025,6,3,4,4号线,477331.0,226642.0,193212.0,250689.0,670543.0,5,端午节,0,4
2025-06-07,2025,6,7,4,4号线,405769.0,187215.0,166742.0,218554.0,572511.0,8,周末,0,0
2025-06-08,2025,6,8,4,4号线,384679.0,174686.0,149868.0,209993.0,534547.0,8,周末,0,0
2025-06-14,2025,6,14,4,4号线,473937.0,216178.0,190674.0,257759.0,664611.0,8,周末,0,0
2025-06-15,2025,6,15,4,4号线,473942.0,211863.0,179549.0,262079.0,653491.0,8,周末,0,0
2025-06-21,2025,6,21,4,4号线,439892.0,198099.0,169676.0,241793.0,609568.0,8,周末,0,0
2025-06-22,2025,6,22,4,4号线,403977.0,178246.0,148446.0,225731.0,552423.0,8,周末,0,0
2025-06-28,2025,6,28,4,4号线,518392.0,262105.0,182394.0,256287.0,700786.0,8,周末,0,0
2025-06-29,2025,6,29,4,4号线,493812.0,246980.0,167584.0,246832.0,661396.0,8,周末,0,0
2025-07-01,2025,7,1,4,4号线,537145.0,278415.0,195572.0,258730.0,732717.0,11,暑假,0,0
2025-07-02,2025,7,2,4,4号线,541353.0,280977.0,198897.0,260376.0,740250.0,11,暑假,0,0
2025-07-03,2025,7,3,4,4号线,555062.0,288228.0,203405.0,266834.0,758467.0,11,暑假,0,0
2025-07-04,2025,7,4,4,4号线,605302.0,309874.0,213294.0,295428.0,818596.0,11,暑假,0,0
2025-07-05,2025,7,5,4,4号线,514555.0,260318.0,178278.0,254237.0,692833.0,11,暑假,0,0
2025-07-06,2025,7,6,4,4号线,497526.0,246787.0,161748.0,250739.0,659274.0,11,暑假,0,0
