日期,年份,月份,日,线路编号,线路名称,总客流,进站量,出站量,换乘量,乘降量,节假日类型代码,节假日类型,节假日天数,节假日第几天
2025-07-27,2025,7,27,5,5号线,217310.0,98192.0,82354.0,119118.0,299664.0,11,暑假,0,0
2025-07-28,2025,7,28,5,5号线,271332.0,125570.0,112184.0,145762.0,383516.0,11,暑假,0,0
2025-07-29,2025,7,29,5,5号线,266598.0,124342.0,110790.0,142256.0,377388.0,11,暑假,0,0
2025-07-30,2025,7,30,5,5号线,262250.0,122595.0,108323.0,139655.0,370573.0,11,暑假,0,0
2025-07-31,2025,7,31,5,5号线,267591.0,124322.0,110811.0,143269.0,378402.0,11,暑假,0,0
2025-08-01,2025,8,1,5,5号线,277676.0,127596.0,113385.0,150080.0,391061.0,11,暑假,0,0
2025-08-02,2025,8,2,5,5号线,245012.0,110495.0,93528.0,134517.0,338540.0,11,暑假,0,0
2025-08-03,2025,8,3,5,5号线,222021.0,99846.0,84527.0,122175.0,306548.0,11,暑假,0,0
2025-08-04,2025,8,4,5,5号线,261170.0,121070.0,108405.0,140100.0,369575.0,11,暑假,0,0
2025-08-05,2025,8,5,5,5号线,258125.0,119771.0,107361.0,138354.0,365486.0,11,暑假,0,0
2025-08-06,2025,8,6,5,5号线,260914.0,120751.0,107502.0,140163.0,368416.0,11,暑假,0,0
2025-08-07,2025,8,7,5,5号线,264281.0,122440.0,109335.0,141841.0,373616.0,11,暑假,0,0
2025-08-08,2025,8,8,5,5号线,275597.0,126945.0,111937.0,148652.0,387534.0,11,暑假,0,0
2025-08-09,2025,8,9,5,5号线,240134.0,109557.0,91538.0,130577.0,331672.0,11,暑假,0,0
2025-08-10,2025,8,10,5,5号线,221877.0,100131.0,84353.0,121746.0,306230.0,11,暑假,0,0
2025-08-11,2025,8,11,5,5号线,268001.0,124243.0,110280.0,143758.0,378281.0,11,暑假,0,0
2025-08-12,2025,8,12,5,5号线,266502.0,123502.0,110602.0,143000.0,377104.0,11,暑假,0,0
2025-08-13,2025,8,13,5,5号线,267087.0,123309.0,109696.0,143778.0,376783.0,11,暑假,0,0
2025-08-14,2025,8,14,5,5号线,259364.0,119918.0,107666.0,139446.0,367030.0,11,暑假,0,0
2025-08-15,2025,8,15,5,5号线,278160.0,127774.0,113173.0,150386.0,391333.0,11,暑假,0,0
2025-08-16,2025,8,16,5,5号线,249560.0,112769.0,95487.0,136791.0,345047.0,11,暑假,0,0
2025-08-17,2025,8,17,5,5号线,228866.0,101507.0,85057.0,127359.0,313923.0,11,暑假,0,0
2025-08-18,2025,8,18,5,5号线,261352.0,119746.0,107578.0,141606.0,368930.0,11,暑假,0,0
2025-08-19,2025,8,19,5,5号线,255233.0,117611.0,106062.0,137622.0,361295.0,11,暑假,0,0
2025-08-20,2025,8,20,5,5号线,257843.0,119135.0,106605.0,138708.0,364448.0,11,暑假,0,0
2025-08-21,2025,8,21,5,5号线,258725.0,120102.0,107438.0,138623.0,366163.0,11,暑假,0,0
2025-08-22,2025,8,22,5,5号线,271181.0,124771.0,110997.0,146410.0,382178.0,11,暑假,0,0
2025-08-23,2025,8,23,5,5号线,239377.0,108478.0,91765.0,130899.0,331142.0,11,暑假,0,0
2025-08-24,2025,8,24,5,5号线,218052.0,98588.0,83196.0,119464.0,301248.0,11,暑假,0,0
2025-08-25,2025,8,25,5,5号线,253512.0,117017.0,105448.0,136495.0,358960.0,11,暑假,0,0
2025-08-26,2025,8,26,5,5号线,257792.0,120073.0,108004.0,137719.0,365796.0,11,暑假,0,0
2025-08-27,2025,8,27,5,5号线,252187.0,117057.0,105660.0,135130.0,357847.0,11,暑假,0,0
2025-08-28,2025,8,28,5,5号线,253015.0,117199.0,106463.0,135816.0,359478.0,11,暑假,0,0
2025-08-29,2025,8,29,5,5号线,291394.0,133550.0,117090.0,157844.0,408484.0,11,暑假,0,0
2025-08-30,2025,8,30,5,5号线,220377.0,100251.0,88793.0,120126.0,309170.0,11,暑假,0,0
2025-08-31,2025,8,31,5,5号线,208250.0,94532.0,84684.0,113718.0,292934.0,11,暑假,0,0
2025-09-06,2025,9,6,5,5号线,221841.0,99785.0,89398.0,122056.0,311239.0,8,周末,0,0
2025-09-07,2025,9,7,5,5号线,220889.0,98580.0,87116.0,122309.0,308005.0,8,周末,0,0
2025-09-13,2025,9,13,5,5号线,266737.0,120263.0,105295.0,146474.0,372032.0,8,周末,0,0
2025-09-14,2025,9,14,5,5号线,221688.0,100451.0,87723.0,121237.0,309411.0,8,周末,0,0
2025-09-20,2025,9,20,5,5号线,279690.0,128150.0,109958.0,151540.0,389648.0,8,周末,0,0
2025-09-21,2025,9,21,5,5号线,244848.0,111187.0,96071.0,133661.0,340919.0,8,周末,0,0
2025-09-27,2025,9,27,5,5号线,238500.0,109633.0,96512.0,128867.0,335012.0,8,周末,0,0
2025-09-28,2025,9,28,5,5号线,236361.0,110015.0,98675.0,126346.0,335036.0,9,节假日调休补班,0,0
2025-09-30,2025,9,30,5,5号线,351160.0,157829.0,134830.0,193331.0,485990.0,7,国庆节,0,0
2025-10-01,2025,10,1,5,5号线,295503.0,128816.0,100191.0,166687.0,395694.0,7,国庆节,8,1
2025-10-02,2025,10,2,5,5号线,260927.0,114270.0,92089.0,146657.0,353016.0,7,国庆节,8,2
2025-10-03,2025,10,3,5,5号线,271991.0,118301.0,95594.0,153690.0,367585.0,7,国庆节,8,3
2025-10-04,2025,10,4,5,5号线,266803.0,116493.0,91438.0,150310.0,358241.0,7,国庆节,8,4
2025-10-05,2025,10,5,5,5号线,245479.0,108065.0,82431.0,137414.0,327910.0,7,国庆节,8,5
2025-10-06,2025,10,6,5,5号线,214173.0,94243.0,76935.0,119930.0,291108.0,7,国庆节,8,6
2025-10-07,2025,10,7,5,5号线,251564.0,111295.0,96697.0,140269.0,348261.0,7,国庆节,8,7
2025-10-08,2025,10,8,5,5号线,268585.0,118890.0,111347.0,149695.0,379932.0,7,国庆节,8,8
2025-10-09,2025,10,9,5,5号线,236989.0,110695.0,103378.0,126294.0,340367.0,7,国庆节,0,9
2025-10-10,2025,10,10,5,5号线,235318.0,110608.0,102202.0,124710.0,337520.0,7,国庆节,0,10
2025-10-11,2025,10,11,5,5号线,255563.0,119866.0,110151.0,135697.0,365714.0,9,节假日调休补班,0,0
2025-10-12,2025,10,12,5,5号线,231103.0,104876.0,90761.0,126227.0,321864.0,8,周末,0,0
2025-10-18,2025,10,18,5,5号线,294627.0,133344.0,113729.0,161283.0,408356.0,8,周末,0,0
2025-10-19,2025,10,19,5,5号线,243456.0,111004.0,96039.0,132452.0,339495.0,8,周末,0,0
2025-10-25,2025,10,25,5,5号线,307773.0,139082.0,119607.0,168691.0,427380.0,8,周末,0,0
2025-10-26,2025,10,26,5,5号线,271551.0,122548.0,106678.0,149003.0,378229.0,8,周末,0,0
2025-11-01,2025,11,1,5,5号线,376455.0,212246.0,193773.0,164209.0,570228.0,8,周末,0,0
2025-11-02,2025,11,2,5,5号线,378012.0,234547.0,206314.0,143465.0,584326.0,8,周末,0,0
2025-11-08,2025,11,8,5,5号线,254321.0,116139.0,100536.0,138182.0,354857.0,8,周末,0,0
2025-11-09,2025,11,9,5,5号线,228599.0,104739.0,91909.0,123860.0,320508.0,8,周末,0,0
2025-11-15,2025,11,15,5,5号线,324700.0,145601.0,123251.0,179099.0,447951.0,8,周末,0,0
2025-11-16,2025,11,16,5,5号线,280455.0,124881.0,110147.0,155574.0,390602.0,8,周末,0,0
2025-11-22,2025,11,22,5,5号线,312264.0,139813.0,119000.0,172451.0,431264.0,8,周末,0,0
2025-11-23,2025,11,23,5,5号线,261886.0,117637.0,104910.0,144249.0,366796.0,8,周末,0,0
2025-11-29,2025,11,29,5,5号线,313113.0,140109.0,120783.0,173004.0,433896.0,8,周末,0,0
2025-11-30,2025,11,30,5,5号线,271931.0,121580.0,107774.0,150351.0,379705.0,8,周末,0,0
2025-12-06,2025,12,6,5,5号线,292258.0,130434.0,114914.0,161824.0,407172.0,8,周末,0,0
2025-12-07,2025,12,7,5,5号线,248610.0,111708.0,101882.0,136902.0,350492.0,8,周末,0,0
2025-12-13,2025,12,13,5,5号线,270135.0,124547.0,105023.0,145588.0,375158.0,8,周末,0,0
2025-12-14,2025,12,14,5,5号线,257127.0,114741.0,103354.0,142386.0,360481.0,8,周末,0,0
2025-12-20,2025,12,20,5,5号线,288385.0,129529.0,113343.0,158856.0,401728.0,8,周末,0,0
2025-12-21,2025,12,21,5,5号线,244568.0,110377.0,98553.0,134191.0,343121.0,8,周末,0,0
2025-12-27,2025,12,27,5,5号线,269384.0,123043.0,106872.0,146341.0,376256.0,8,周末,0,0
2025-12-28,2025,12,28,5,5号线,239600.0,110186.0,96310.0,129414.0,335910.0,8,周末,0,0
