日期,年份,月份,日,线路编号,线路名称,总客流,进站量,出站量,换乘量,乘降量,节假日类型代码,节假日类型,节假日天数,节假日第几天
2025-01-01,2025,1,1,6,6号线,470490.0,276708.0,298934.0,193782.0,769424.0,1,元旦,1,1
2025-01-02,2025,1,2,6,6号线,418035.0,265755.0,268061.0,152280.0,686096.0,1,元旦,0,2
2025-01-04,2025,1,4,6,6号线,370171.0,236086.0,230343.0,134085.0,600514.0,8,周末,0,0
2025-01-05,2025,1,5,6,6号线,334180.0,207276.0,209461.0,126904.0,543641.0,8,周末,0,0
2025-01-11,2025,1,11,6,6号线,385747.0,244020.0,237631.0,141727.0,623378.0,8,周末,0,0
2025-01-12,2025,1,12,6,6号线,348393.0,214445.0,215972.0,133948.0,564365.0,8,周末,0,0
2025-01-18,2025,1,18,6,6号线,351398.0,218890.0,216054.0,132508.0,567452.0,8,周末,0,0
2025-01-19,2025,1,19,6,6号线,329165.0,201212.0,203485.0,127953.0,532650.0,8,周末,0,0
2025-01-25,2025,1,25,6,6号线,217558.0,139513.0,129355.0,78045.0,346913.0,8,周末,0,0
2025-01-26,2025,1,26,6,6号线,217269.0,139806.0,130250.0,77463.0,347519.0,9,节假日调休补班,0,0
2025-01-27,2025,1,27,6,6号线,156126.0,100379.0,93259.0,55747.0,249385.0,2,春节,0,0
2025-01-28,2025,1,28,6,6号线,95988.0,59142.0,56816.0,36846.0,152804.0,2,春节,7,1
2025-01-29,2025,1,29,6,6号线,123360.0,72588.0,69752.0,50772.0,193112.0,2,春节,7,2
2025-01-30,2025,1,30,6,6号线,157569.0,91556.0,91620.0,66013.0,249189.0,2,春节,7,3
2025-01-31,2025,1,31,6,6号线,148923.0,84293.0,88605.0,64630.0,237528.0,2,春节,7,4
2025-02-01,2025,2,1,6,6号线,189382.0,108707.0,111185.0,80675.0,300567.0,2,春节,7,5
2025-02-02,2025,2,2,6,6号线,205279.0,116763.0,121238.0,88516.0,326517.0,2,春节,7,6
2025-02-03,2025,2,3,6,6号线,247937.0,142138.0,149531.0,105799.0,397468.0,2,春节,7,7
2025-02-04,2025,2,4,6,6号线,248484.0,120156.0,186553.0,128328.0,435037.0,2,春节,0,8
2025-02-08,2025,2,8,6,6号线,323880.0,179853.0,243025.0,144027.0,566905.0,9,节假日调休补班,0,0
2025-02-09,2025,2,9,6,6号线,280349.0,149171.0,209052.0,131178.0,489401.0,8,周末,0,0
2025-02-15,2025,2,15,6,6号线,327511.0,179084.0,239786.0,148427.0,567297.0,8,周末,0,0
2025-02-16,2025,2,16,6,6号线,310762.0,163890.0,230541.0,146872.0,541303.0,8,周末,0,0
2025-02-22,2025,2,22,6,6号线,331222.0,184781.0,241764.0,146441.0,572986.0,8,周末,0,0
2025-02-23,2025,2,23,6,6号线,314929.0,169811.0,233583.0,145118.0,548512.0,8,周末,0,0
2025-03-01,2025,3,1,6,6号线,601522.0,297635.0,290796.0,303887.0,892318.0,8,周末,0,0
2025-03-02,2025,3,2,6,6号线,481992.0,234366.0,240623.0,247626.0,722615.0,8,周末,0,0
2025-03-08,2025,3,8,6,6号线,612571.0,300152.0,294122.0,312419.0,906693.0,8,周末,0,0
2025-03-09,2025,3,9,6,6号线,462626.0,221648.0,228440.0,240978.0,691066.0,8,周末,0,0
